purchase_order_id,order_date,supplier_id,component_id,quantity,received_quantity,defective_quantity,unit_cost_eur,delivery_delay_days,lithium_index,metals_index,industrial_energy_index
PO-003835,2024-02-20,SUP-035,CMP-004,850,850,4,82.21,4,114.39,97.85,120.79
PO-003188,2024-02-20,SUP-018,CMP-003,5147,5147,80,7.05,1,114.39,97.85,120.79
PO-003064,2024-02-20,SUP-035,CMP-000,4379,4379,17,34.02,3,114.39,97.85,120.79
PO-002163,2024-02-20,SUP-010,CMP-004,4693,4693,24,85.07,0,114.39,97.85,120.79
PO-003354,2024-02-21,SUP-031,CMP-005,2077,2077,67,122.42,3,114.43,97.91,120.84
PO-003594,2024-02-21,SUP-009,CMP-007,1538,1538,27,46.84,5,114.43,97.91,120.84
PO-003834,2024-02-22,SUP-020,CMP-001,4434,4434,33,9.38,2,114.47,97.97,120.88
PO-001333,2024-02-22,SUP-029,CMP-001,2824,2824,33,9.68,-4,114.47,97.97,120.88
PO-004037,2024-02-22,SUP-013,CMP-003,4543,4543,83,7.5,3,114.47,97.97,120.88
PO-000597,2024-02-22,SUP-012,CMP-005,4736,4736,30,119.73,1,114.47,97.97,120.88
PO-003034,2024-02-23,SUP-040,CMP-001,1845,1845,13,9.17,2,114.51,98.02,120.93
PO-003990,2024-02-23,SUP-004,CMP-003,1529,1529,24,7.42,4,114.51,98.02,120.93
PO-003614,2024-02-23,SUP-032,CMP-003,2506,2506,57,7.16,6,114.51,98.02,120.93
PO-002639,2024-02-23,SUP-024,CMP-001,3842,3842,54,9.58,3,114.51,98.02,120.93
PO-004764,2024-02-23,SUP-031,CMP-006,5956,5956,145,29.75,1,114.51,98.02,120.93
PO-003343,2024-02-23,SUP-015,CMP-000,4887,4887,74,34.64,4,114.51,98.02,120.93
PO-002827,2024-02-23,SUP-025,CMP-004,833,833,11,77.87,1,114.51,98.02,120.93
PO-004425,2024-02-24,SUP-033,CMP-004,2463,2463,29,83.75,-1,114.55,98.08,120.97
PO-003001,2024-02-24,SUP-046,CMP-002,4023,4023,34,4.82,2,114.55,98.08,120.97
PO-003417,2024-02-24,SUP-005,CMP-006,5437,5437,151,29.71,0,114.55,98.08,120.97
PO-002296,2024-02-25,SUP-035,CMP-000,883,883,7,35.78,5,114.59,98.14,121.01
PO-000193,2024-02-25,SUP-014,CMP-005,3009,3009,27,115.4,1,114.59,98.14,121.01
PO-004451,2024-02-25,SUP-008,CMP-004,4263,4263,81,82.02,2,114.59,98.14,121.01
PO-001433,2024-02-26,SUP-044,CMP-007,913,913,3,45.04,5,114.62,98.19,121.05
PO-002194,2024-02-26,SUP-037,CMP-003,3445,3445,11,8.05,1,114.62,98.19,121.05
PO-001686,2024-02-26,SUP-027,CMP-003,5976,5976,20,7.55,2,114.62,98.19,121.05
PO-003554,2024-02-26,SUP-043,CMP-004,1813,1813,12,83.6,1,114.62,98.19,121.05
PO-003012,2024-02-27,SUP-044,CMP-006,1133,1133,47,31.0,0,114.66,98.24,121.09
PO-002877,2024-02-27,SUP-003,CMP-005,1370,1370,23,120.85,4,114.66,98.24,121.09
PO-002677,2024-02-27,SUP-011,CMP-006,1618,1618,34,28.24,3,114.66,98.24,121.09
PO-003823,2024-02-27,SUP-045,CMP-006,4953,4953,7,29.84,-3,114.66,98.24,121.09
PO-002757,2024-02-27,SUP-003,CMP-002,4289,4289,96,5.17,-1,114.66,98.24,121.09
PO-001770,2024-02-27,SUP-034,CMP-004,2870,2870,16,85.93,3,114.66,98.24,121.09
PO-001307,2024-02-27,SUP-034,CMP-006,181,181,1,28.62,5,114.66,98.24,121.09
PO-002074,2024-02-27,SUP-026,CMP-000,2764,2764,195,33.59,-4,114.66,98.24,121.09
PO-003326,2024-02-28,SUP-021,CMP-001,2722,2722,41,9.96,1,114.7,98.3,121.13
PO-004769,2024-02-28,SUP-040,CMP-003,3741,3741,7,7.42,-4,114.7,98.3,121.13
PO-004130,2024-02-28,SUP-039,CMP-004,3411,3411,35,78.41,3,114.7,98.3,121.13
PO-004473,2024-02-28,SUP-053,CMP-000,572,572,7,35.8,0,114.7,98.3,121.13
PO-002592,2024-02-28,SUP-032,CMP-001,3693,3693,66,9.66,4,114.7,98.3,121.13
PO-004664,2024-02-29,SUP-020,CMP-003,4821,4821,44,7.12,0,114.73,98.35,121.17
PO-003975,2024-02-29,SUP-021,CMP-003,2909,2909,27,7.38,-3,114.73,98.35,121.17
PO-001947,2024-02-29,SUP-002,CMP-005,562,562,10,114.65,-3,114.73,98.35,121.17
PO-004070,2024-03-01,SUP-024,CMP-002,1225,1225,58,4.91,0,114.77,98.4,121.21
PO-000046,2024-03-01,SUP-006,CMP-003,356,356,6,7.6,1,114.77,98.4,121.21
PO-003677,2024-03-01,SUP-048,CMP-004,1030,1030,1,77.47,-1,114.77,98.4,121.21
PO-000625,2024-03-02,SUP-023,CMP-006,2406,2406,14,29.88,3,114.8,98.45,121.25
PO-003434,2024-03-02,SUP-009,CMP-000,5957,5957,58,34.51,3,114.8,98.45,121.25
PO-000435,2024-03-03,SUP-012,CMP-005,1813,1813,22,116.44,2,114.84,98.5,121.28
PO-003061,2024-03-03,SUP-008,CMP-009,2425,2425,40,13.8,-3,114.84,98.5,121.28
PO-000321,2024-03-04,SUP-047,CMP-007,2619,2619,14,43.71,4,114.87,98.54,121.32
PO-000040,2024-03-04,SUP-036,CMP-008,3029,3029,19,18.42,4,114.87,98.54,121.32
PO-001534,2024-03-04,SUP-001,CMP-009,2289,2289,50,13.36,-2,114.87,98.54,121.32
PO-000755,2024-03-04,SUP-009,CMP-001,5053,5053,65,9.15,2,114.87,98.54,121.32
PO-000202,2024-03-04,SUP-004,CMP-006,2404,2404,55,29.76,2,114.87,98.54,121.32
PO-003260,2024-03-04,SUP-027,CMP-004,1795,1795,4,83.13,6,114.87,98.54,121.32
PO-000408,2024-03-05,SUP-018,CMP-000,2504,2504,89,36.0,2,114.91,98.59,121.36
PO-004331,2024-03-05,SUP-005,CMP-003,3864,3864,55,7.06,2,114.91,98.59,121.36
PO-003457,2024-03-06,SUP-018,CMP-003,1777,1777,25,7.58,-2,114.94,98.64,121.39
PO-003413,2024-03-06,SUP-036,CMP-003,350,350,1,7.3,3,114.94,98.64,121.39
PO-000349,2024-03-06,SUP-032,CMP-003,2599,2599,53,7.07,6,114.94,98.64,121.39
PO-001206,2024-03-06,SUP-010,CMP-000,2134,2134,6,35.75,-1,114.94,98.64,121.39
PO-002172,2024-03-06,SUP-003,CMP-006,1610,1610,27,30.29,3,114.94,98.64,121.39
PO-001795,2024-03-06,SUP-013,CMP-004,5452,5452,142,85.87,0,114.94,98.64,121.39
PO-004457,2024-03-07,SUP-013,CMP-009,1323,1323,31,14.01,5,114.97,98.68,121.42
PO-001458,2024-03-07,SUP-029,CMP-005,4180,4180,30,117.26,1,114.97,98.68,121.42
PO-004134,2024-03-07,SUP-040,CMP-003,5115,5115,50,7.51,1,114.97,98.68,121.42
PO-004493,2024-03-07,SUP-000,CMP-005,664,664,8,118.95,2,114.97,98.68,121.42
PO-002585,2024-03-07,SUP-024,CMP-009,3880,3880,313,12.82,-2,114.97,98.68,121.42
PO-001519,2024-03-07,SUP-012,CMP-006,2325,2325,19,28.64,3,114.97,98.68,121.42
PO-003585,2024-03-07,SUP-040,CMP-000,4254,4254,60,35.89,0,114.97,98.68,121.42
PO-003808,2024-03-08,SUP-049,CMP-008,2670,2670,31,18.1,-1,115.0,98.72,121.46
PO-004307,2024-03-08,SUP-013,CMP-007,1822,1822,51,45.17,-2,115.0,98.72,121.46
PO-001662,2024-03-08,SUP-028,CMP-004,538,538,17,86.31,0,115.0,98.72,121.46
PO-002554,2024-03-08,SUP-034,CMP-000,4526,4526,13,34.41,1,115.0,98.72,121.46
PO-003183,2024-03-08,SUP-021,CMP-000,4637,4637,44,34.94,-1,115.0,98.72,121.46
PO-004546,2024-03-08,SUP-021,CMP-008,3562,3562,59,18.36,2,115.0,98.72,121.46
PO-000703,2024-03-09,SUP-021,CMP-004,1722,1722,11,82.98,0,115.04,98.76,121.49
PO-003317,2024-03-10,SUP-001,CMP-006,5095,5095,46,28.62,-2,115.07,98.81,121.52
PO-004484,2024-03-10,SUP-001,CMP-003,549,549,5,7.32,1,115.07,98.81,121.52
PO-000359,2024-03-10,SUP-053,CMP-001,4406,4406,34,9.46,3,115.07,98.81,121.52
PO-004375,2024-03-11,SUP-018,CMP-003,3668,3668,72,7.41,1,115.1,98.84,121.55
PO-004344,2024-03-11,SUP-012,CMP-006,2643,2643,65,28.89,-4,115.1,98.84,121.55
PO-003143,2024-03-11,SUP-018,CMP-004,3202,3202,51,78.89,2,115.1,98.84,121.55
PO-003479,2024-03-11,SUP-041,CMP-009,443,443,5,13.44,-1,115.1,98.84,121.55
PO-002235,2024-03-11,SUP-041,CMP-004,3084,3084,51,88.36,2,115.1,98.84,121.55
PO-004714,2024-03-11,SUP-052,CMP-000,3009,3009,121,36.35,1,115.1,98.84,121.55
PO-003022,2024-03-11,SUP-028,CMP-004,2851,2851,96,83.15,2,115.1,98.84,121.55
PO-001223,2024-03-11,SUP-048,CMP-002,2607,2607,15,4.73,-2,115.1,98.84,121.55
PO-004622,2024-03-11,SUP-021,CMP-008,3396,3396,49,18.56,4,115.1,98.84,121.55
PO-002233,2024-03-11,SUP-019,CMP-004,985,985,13,89.12,1,115.1,98.84,121.55
PO-001910,2024-03-11,SUP-023,CMP-000,5786,5786,10,36.06,1,115.1,98.84,121.55
PO-002536,2024-03-12,SUP-016,CMP-007,332,332,6,45.54,3,115.13,98.88,121.58
PO-003395,2024-03-12,SUP-037,CMP-002,1221,1221,14,5.39,3,115.13,98.88,121.58
PO-003552,2024-03-12,SUP-031,CMP-005,3684,3684,57,121.07,1,115.13,98.88,121.58
PO-000857,2024-03-12,SUP-005,CMP-006,1498,1498,38,31.27,2,115.13,98.88,121.58
PO-003199,2024-03-12,SUP-022,CMP-006,4550,4550,120,31.42,-1,115.13,98.88,121.58
PO-001103,2024-03-12,SUP-012,CMP-007,3518,3518,60,45.27,1,115.13,98.88,121.58
PO-002855,2024-03-13,SUP-043,CMP-002,2687,2687,33,5.52,5,115.16,98.92,121.61
PO-002935,2024-03-13,SUP-008,CMP-000,4502,4502,69,35.37,-1,115.16,98.92,121.61
PO-002141,2024-03-13,SUP-045,CMP-004,266,266,2,86.62,3,115.16,98.92,121.61
PO-001095,2024-03-13,SUP-050,CMP-000,3687,3687,37,34.82,2,115.16,98.92,121.61
PO-004123,2024-03-13,SUP-027,CMP-008,2697,2697,8,17.84,2,115.16,98.92,121.61
PO-001312,2024-03-13,SUP-009,CMP-003,4491,4491,54,7.42,2,115.16,98.92,121.61
PO-002507,2024-03-13,SUP-023,CMP-001,3126,3126,26,9.38,0,115.16,98.92,121.61
PO-003874,2024-03-13,SUP-004,CMP-005,2310,2310,26,114.23,-1,115.16,98.92,121.61
PO-000474,2024-03-13,SUP-004,CMP-000,4019,4019,98,33.84,1,115.16,98.92,121.61
PO-003422,2024-03-14,SUP-000,CMP-004,278,278,3,82.59,0,115.18,98.96,121.64
PO-004323,2024-03-14,SUP-018,CMP-005,418,418,9,118.53,1,115.18,98.96,121.64
PO-003440,2024-03-14,SUP-032,CMP-008,691,691,7,18.68,3,115.18,98.96,121.64
PO-000573,2024-03-14,SUP-044,CMP-002,5966,5966,151,5.03,4,115.18,98.96,121.64
PO-002976,2024-03-14,SUP-028,CMP-005,4317,4317,48,116.68,1,115.18,98.96,121.64
PO-001807,2024-03-15,SUP-033,CMP-000,2473,2473,62,37.92,-2,115.21,98.99,121.67
PO-003529,2024-03-15,SUP-041,CMP-002,1279,1279,21,5.0,-2,115.21,98.99,121.67
PO-002936,2024-03-16,SUP-041,CMP-005,1907,1907,30,115.42,-1,115.24,99.02,121.69
PO-001158,2024-03-16,SUP-037,CMP-004,1129,1129,3,80.77,-3,115.24,99.02,121.69
PO-000265,2024-03-17,SUP-053,CMP-004,4076,4076,63,80.06,3,115.27,99.06,121.72
PO-000211,2024-03-17,SUP-010,CMP-006,2918,2918,39,30.05,1,115.27,99.06,121.72
PO-000033,2024-03-17,SUP-003,CMP-006,1991,1991,108,31.76,1,115.27,99.06,121.72
PO-001958,2024-03-17,SUP-027,CMP-004,503,503,2,84.7,3,115.27,99.06,121.72
PO-000610,2024-03-17,SUP-007,CMP-003,3158,3158,31,7.09,1,115.27,99.06,121.72
PO-001250,2024-03-17,SUP-046,CMP-004,2951,2951,42,86.75,3,115.27,99.06,121.72
PO-003319,2024-03-17,SUP-020,CMP-006,1860,1860,13,29.03,2,115.27,99.06,121.72
PO-002423,2024-03-17,SUP-007,CMP-004,3709,3709,30,82.06,3,115.27,99.06,121.72
PO-003024,2024-03-18,SUP-036,CMP-005,5513,5513,34,119.18,5,115.29,99.09,121.74
PO-001550,2024-03-18,SUP-052,CMP-009,2191,2191,25,13.58,1,115.29,99.09,121.74
PO-000014,2024-03-19,SUP-030,CMP-007,3295,3295,16,42.31,3,115.32,99.12,121.77
PO-003458,2024-03-19,SUP-019,CMP-000,3879,3879,405,37.38,2,115.32,99.12,121.77
PO-001773,2024-03-19,SUP-031,CMP-004,2595,2595,55,84.72,-4,115.32,99.12,121.77
PO-004776,2024-03-19,SUP-044,CMP-000,2466,2466,21,35.71,-1,115.32,99.12,121.77
PO-003530,2024-03-19,SUP-006,CMP-003,5034,5034,78,7.36,0,115.32,99.12,121.77
PO-003386,2024-03-19,SUP-049,CMP-004,3035,3035,33,87.46,-2,115.32,99.12,121.77
PO-000729,2024-03-19,SUP-032,CMP-005,4679,4679,49,127.43,2,115.32,99.12,121.77
PO-004676,2024-03-20,SUP-008,CMP-002,2553,2553,37,4.9,1,115.34,99.15,121.79
PO-004122,2024-03-20,SUP-045,CMP-000,565,565,3,35.56,3,115.34,99.15,121.79
PO-000989,2024-03-20,SUP-001,CMP-001,3975,3975,26,9.67,-1,115.34,99.15,121.79
PO-003781,2024-03-21,SUP-048,CMP-008,940,940,2,18.16,1,115.37,99.17,121.81
PO-002284,2024-03-21,SUP-007,CMP-000,603,603,10,33.67,3,115.37,99.17,121.81
PO-002960,2024-03-21,SUP-029,CMP-007,3208,3208,30,39.7,-3,115.37,99.17,121.81
PO-002302,2024-03-21,SUP-004,CMP-002,2880,2880,17,4.99,2,115.37,99.17,121.81
PO-002214,2024-03-22,SUP-020,CMP-004,4719,4719,12,80.77,2,115.39,99.2,121.83
PO-003460,2024-03-22,SUP-002,CMP-005,747,747,14,115.23,3,115.39,99.2,121.83
PO-004386,2024-03-22,SUP-027,CMP-008,189,189,1,19.28,-1,115.39,99.2,121.83
PO-003436,2024-03-22,SUP-009,CMP-000,4833,4833,210,36.7,2,115.39,99.2,121.83
PO-002368,2024-03-23,SUP-000,CMP-001,4041,4041,26,9.71,5,115.41,99.23,121.85
PO-000112,2024-03-23,SUP-046,CMP-004,4812,4812,48,76.67,29,115.41,99.23,121.85
PO-000232,2024-03-23,SUP-025,CMP-004,1565,1565,20,82.56,3,115.41,99.23,121.85
PO-004707,2024-03-23,SUP-013,CMP-000,612,612,5,35.57,3,115.41,99.23,121.85
PO-000835,2024-03-24,SUP-049,CMP-004,290,290,2,82.23,2,115.44,99.25,121.87
PO-002670,2024-03-24,SUP-047,CMP-004,3800,3800,14,82.91,2,115.44,99.25,121.87
PO-001731,2024-03-24,SUP-048,CMP-003,1767,1767,2,7.03,1,115.44,99.25,121.87
PO-003540,2024-03-24,SUP-052,CMP-006,181,181,4,31.11,4,115.44,99.25,121.87
PO-002754,2024-03-25,SUP-010,CMP-003,3244,3244,11,7.57,-3,115.46,99.27,121.89
PO-001294,2024-03-25,SUP-012,CMP-006,255,255,11,31.45,0,115.46,99.27,121.89
PO-001980,2024-03-25,SUP-025,CMP-005,1534,1534,14,123.68,1,115.46,99.27,121.89
PO-004729,2024-03-25,SUP-011,CMP-005,3130,3130,57,123.54,-1,115.46,99.27,121.89
PO-004752,2024-03-26,SUP-044,CMP-000,2459,2459,64,35.08,0,115.48,99.29,121.91
PO-003424,2024-03-26,SUP-030,CMP-001,1179,1179,16,9.81,4,115.48,99.29,121.91
PO-000290,2024-03-26,SUP-014,CMP-007,240,240,3,42.26,0,115.48,99.29,121.91
PO-003455,2024-03-26,SUP-012,CMP-006,2243,2243,37,29.81,0,115.48,99.29,121.91
PO-003368,2024-03-26,SUP-034,CMP-006,187,187,1,29.01,0,115.48,99.29,121.91
PO-004583,2024-03-26,SUP-049,CMP-003,5631,5631,50,7.3,3,115.48,99.29,121.91
PO-002011,2024-03-26,SUP-045,CMP-001,3302,3302,4,9.95,-4,115.48,99.29,121.91
PO-001965,2024-03-27,SUP-010,CMP-001,1742,1742,7,9.84,1,115.5,99.31,121.92
PO-001606,2024-03-27,SUP-030,CMP-004,617,617,22,81.43,1,115.5,99.31,121.92
PO-003038,2024-03-27,SUP-048,CMP-005,3524,3524,7,115.39,0,115.5,99.31,121.92
PO-004298,2024-03-27,SUP-010,CMP-004,2249,2249,7,81.4,-1,115.5,99.31,121.92
PO-002958,2024-03-27,SUP-031,CMP-009,930,930,21,14.11,-2,115.5,99.31,121.92
PO-002544,2024-03-27,SUP-048,CMP-000,5286,5286,11,36.55,1,115.5,99.31,121.92
PO-004501,2024-03-27,SUP-002,CMP-004,2778,2778,39,81.94,0,115.5,99.31,121.92
PO-000981,2024-03-27,SUP-004,CMP-004,3270,3270,73,79.48,3,115.5,99.31,121.92
PO-003442,2024-03-27,SUP-013,CMP-003,5953,5953,124,7.84,-1,115.5,99.31,121.92
PO-002248,2024-03-27,SUP-051,CMP-002,3689,3689,125,4.97,1,115.5,99.31,121.92
PO-004723,2024-03-28,SUP-048,CMP-005,4545,4545,15,118.89,2,115.52,99.33,121.94
PO-000471,2024-03-28,SUP-013,CMP-006,1603,1603,52,28.33,1,115.52,99.33,121.94
PO-002964,2024-03-28,SUP-016,CMP-004,1135,1135,13,79.08,1,115.52,99.33,121.94
PO-003158,2024-03-28,SUP-030,CMP-004,981,981,18,81.49,1,115.52,99.33,121.94
PO-004042,2024-03-29,SUP-034,CMP-005,2729,2729,3,121.43,-1,115.54,99.35,121.95
PO-002574,2024-03-29,SUP-035,CMP-004,1315,1315,13,83.92,3,115.54,99.35,121.95
PO-001949,2024-03-29,SUP-015,CMP-009,3984,3984,75,13.72,6,115.54,99.35,121.95
PO-002982,2024-03-29,SUP-030,CMP-000,348,348,3,36.24,1,115.54,99.35,121.95
PO-001052,2024-03-29,SUP-018,CMP-004,302,302,1,81.42,-1,115.54,99.35,121.95
PO-002405,2024-03-30,SUP-026,CMP-004,4774,4774,83,86.68,-1,115.55,99.37,121.97
PO-000796,2024-03-30,SUP-007,CMP-001,1883,1883,20,9.54,2,115.55,99.37,121.97
PO-001891,2024-03-30,SUP-040,CMP-000,3362,3362,7,35.29,-1,115.55,99.37,121.97
PO-001350,2024-03-30,SUP-024,CMP-000,2883,2883,38,34.83,1,115.55,99.37,121.97
PO-004268,2024-03-30,SUP-039,CMP-004,5626,5626,74,80.19,-2,115.55,99.37,121.97
PO-003640,2024-03-30,SUP-031,CMP-000,5773,5773,128,35.58,-2,115.55,99.37,121.97
PO-004681,2024-03-30,SUP-053,CMP-004,4595,4595,33,84.08,-2,115.55,99.37,121.97
PO-002292,2024-03-30,SUP-024,CMP-002,782,782,30,5.0,-3,115.55,99.37,121.97
PO-002623,2024-03-30,SUP-051,CMP-004,5022,5022,67,87.46,0,115.55,99.37,121.97
PO-004691,2024-03-31,SUP-009,CMP-005,965,965,8,122.56,2,115.57,99.38,121.98
PO-003888,2024-03-31,SUP-011,CMP-004,1229,1229,16,84.04,3,115.57,99.38,121.98
PO-001637,2024-03-31,SUP-038,CMP-005,2179,2179,52,116.17,6,115.57,99.38,121.98
PO-000510,2024-03-31,SUP-032,CMP-002,1390,1390,52,4.89,0,115.57,99.38,121.98
PO-002632,2024-03-31,SUP-007,CMP-004,2886,2886,36,84.64,9,115.57,99.38,121.98
PO-003892,2024-04-01,SUP-038,CMP-001,2764,2764,65,9.58,2,115.59,99.4,121.99
PO-002745,2024-04-01,SUP-024,CMP-000,3313,3313,80,34.89,-1,115.59,99.4,121.99
PO-002242,2024-04-01,SUP-023,CMP-001,1135,1135,2,9.78,1,115.59,99.4,121.99
PO-001527,2024-04-01,SUP-009,CMP-000,3798,3798,18,35.54,1,115.59,99.4,121.99
PO-000556,2024-04-01,SUP-017,CMP-004,3920,3920,44,83.33,5,115.59,99.4,121.99
PO-000627,2024-04-01,SUP-024,CMP-000,2909,2909,59,33.87,3,115.59,99.4,121.99
PO-002316,2024-04-01,SUP-003,CMP-003,2902,2902,60,7.48,1,115.59,99.4,121.99
PO-004021,2024-04-02,SUP-052,CMP-001,1651,1651,62,9.54,2,115.6,99.41,122.0
PO-004668,2024-04-02,SUP-029,CMP-007,3873,3873,49,45.22,0,115.6,99.41,122.0
PO-002476,2024-04-02,SUP-027,CMP-000,2767,2767,13,34.33,6,115.6,99.41,122.0
PO-003815,2024-04-02,SUP-027,CMP-001,4418,4418,16,9.42,4,115.6,99.41,122.0
PO-000696,2024-04-02,SUP-023,CMP-008,2076,2076,17,18.34,1,115.6,99.41,122.0
PO-003246,2024-04-02,SUP-045,CMP-009,3264,3264,35,13.05,2,115.6,99.41,122.0
PO-002930,2024-04-02,SUP-032,CMP-003,3402,3402,52,7.33,5,115.6,99.41,122.0
PO-000146,2024-04-03,SUP-006,CMP-009,4801,4801,32,13.69,-2,115.62,99.42,122.01
PO-000754,2024-04-03,SUP-010,CMP-007,709,709,2,46.84,2,115.62,99.42,122.01
PO-000443,2024-04-03,SUP-033,CMP-007,2723,2723,50,47.45,0,115.62,99.42,122.01
PO-000946,2024-04-03,SUP-024,CMP-002,2040,2040,15,5.13,-1,115.62,99.42,122.01
PO-002272,2024-04-04,SUP-003,CMP-001,1334,1334,35,9.77,2,115.63,99.43,122.02
PO-002142,2024-04-04,SUP-036,CMP-003,1460,1460,5,7.04,3,115.63,99.43,122.02
PO-003962,2024-04-04,SUP-032,CMP-002,5372,5372,153,4.85,5,115.63,99.43,122.02
PO-003123,2024-04-04,SUP-016,CMP-004,3355,3355,64,81.01,0,115.63,99.43,122.02
PO-003287,2024-04-05,SUP-038,CMP-004,2777,2777,29,82.97,5,115.65,99.44,122.03
PO-001056,2024-04-05,SUP-052,CMP-004,4662,4662,79,81.93,2,115.65,99.44,122.03
PO-000979,2024-04-05,SUP-031,CMP-005,3457,3457,139,120.17,0,115.65,99.44,122.03
PO-001524,2024-04-05,SUP-028,CMP-004,741,741,28,86.41,-1,115.65,99.44,122.03
PO-001272,2024-04-05,SUP-019,CMP-007,183,183,15,46.87,2,115.65,99.44,122.03
PO-004624,2024-04-05,SUP-038,CMP-004,3022,3022,13,83.31,5,115.65,99.44,122.03
PO-004144,2024-04-06,SUP-015,CMP-006,3551,3551,131,31.49,9,115.66,99.45,122.03
PO-000117,2024-04-06,SUP-041,CMP-000,3383,3383,50,35.88,1,115.66,99.45,122.03
PO-000783,2024-04-06,SUP-006,CMP-000,309,309,9,34.26,-1,115.66,99.45,122.03
PO-000954,2024-04-07,SUP-029,CMP-001,3308,3308,90,9.27,2,115.67,99.46,122.04
PO-000720,2024-04-07,SUP-040,CMP-001,989,989,3,10.1,3,115.67,99.46,122.04
PO-002019,2024-04-07,SUP-020,CMP-001,1582,1582,9,9.49,-1,115.67,99.46,122.04
PO-001275,2024-04-08,SUP-021,CMP-008,3239,3239,69,17.82,-2,115.69,99.46,122.05
PO-000239,2024-04-08,SUP-037,CMP-002,1665,1665,9,4.95,-4,115.69,99.46,122.05
PO-003189,2024-04-09,SUP-021,CMP-000,796,796,16,35.02,1,115.7,99.47,122.05
PO-004740,2024-04-09,SUP-014,CMP-007,2015,2015,9,44.63,4,115.7,99.47,122.05
PO-002377,2024-04-09,SUP-045,CMP-002,5704,5704,15,5.02,-4,115.7,99.47,122.05
PO-001019,2024-04-09,SUP-009,CMP-009,3093,3093,40,12.55,6,115.7,99.47,122.05
PO-000737,2024-04-09,SUP-010,CMP-004,4059,4059,3,86.66,1,115.7,99.47,122.05
PO-001928,2024-04-10,SUP-033,CMP-002,4165,4165,115,5.46,-2,115.71,99.47,122.05
PO-001044,2024-04-10,SUP-018,CMP-004,1702,1702,36,81.68,-4,115.71,99.47,122.05
PO-004266,2024-04-10,SUP-041,CMP-004,449,449,5,84.32,3,115.71,99.47,122.05
PO-000645,2024-04-10,SUP-053,CMP-000,4308,4308,67,36.87,1,115.71,99.47,122.05
PO-001290,2024-04-10,SUP-047,CMP-004,694,694,2,78.7,1,115.71,99.47,122.05
PO-001788,2024-04-10,SUP-005,CMP-003,329,329,10,6.76,1,115.71,99.47,122.05
PO-002106,2024-04-10,SUP-053,CMP-006,3290,3290,61,30.4,1,115.71,99.47,122.05
PO-003057,2024-04-11,SUP-007,CMP-001,5000,5000,40,9.35,5,115.72,99.47,122.05
PO-001582,2024-04-11,SUP-020,CMP-005,1342,1342,15,119.64,2,115.72,99.47,122.05
PO-001886,2024-04-11,SUP-051,CMP-000,3796,3796,55,35.8,-4,115.72,99.47,122.05
PO-002422,2024-04-11,SUP-039,CMP-007,2341,2341,66,44.92,1,115.72,99.47,122.05
PO-001061,2024-04-11,SUP-003,CMP-000,759,759,28,36.27,-4,115.72,99.47,122.05
PO-001140,2024-04-11,SUP-000,CMP-003,1693,1693,43,7.32,2,115.72,99.47,122.05
PO-002061,2024-04-12,SUP-046,CMP-004,223,223,1,81.03,1,115.72,99.47,122.05
PO-003527,2024-04-12,SUP-047,CMP-001,1247,1247,4,9.89,0,115.72,99.47,122.05
PO-001861,2024-04-12,SUP-046,CMP-008,1986,1986,24,19.25,5,115.72,99.47,122.05
PO-003209,2024-04-12,SUP-003,CMP-003,2819,2819,37,7.42,-2,115.72,99.47,122.05
PO-001002,2024-04-13,SUP-012,CMP-001,4616,4616,119,10.04,3,115.73,99.47,122.05
PO-001264,2024-04-13,SUP-024,CMP-007,1482,1482,18,42.73,-3,115.73,99.47,122.05
PO-003376,2024-04-13,SUP-004,CMP-000,3353,3353,30,33.62,0,115.73,99.47,122.05
PO-004455,2024-04-13,SUP-010,CMP-000,4371,4371,10,35.44,1,115.73,99.47,122.05
PO-002558,2024-04-13,SUP-022,CMP-008,2302,2302,46,17.82,-2,115.73,99.47,122.05
PO-002587,2024-04-13,SUP-037,CMP-001,1082,1082,6,9.42,1,115.73,99.47,122.05
PO-003951,2024-04-14,SUP-042,CMP-008,2039,2039,25,19.22,-1,115.74,99.47,122.05
PO-000475,2024-04-14,SUP-019,CMP-001,5491,5491,123,9.37,-3,115.74,99.47,122.05
PO-002182,2024-04-14,SUP-049,CMP-001,5635,5635,96,10.0,-1,115.74,99.47,122.05
PO-001720,2024-04-15,SUP-014,CMP-001,3023,3023,6,9.92,-1,115.75,99.47,122.05
PO-002426,2024-04-15,SUP-040,CMP-005,1804,1804,7,121.15,-4,115.75,99.47,122.05
PO-001682,2024-04-15,SUP-051,CMP-000,814,814,11,33.95,4,115.75,99.47,122.05
PO-002795,2024-04-15,SUP-005,CMP-005,321,321,7,123.41,0,115.75,99.47,122.05
PO-003380,2024-04-15,SUP-003,CMP-009,2784,2784,109,13.49,5,115.75,99.47,122.05
PO-001583,2024-04-15,SUP-041,CMP-000,3446,3446,66,34.7,0,115.75,99.47,122.05
PO-002181,2024-04-15,SUP-006,CMP-002,3219,3219,39,4.89,1,115.75,99.47,122.05
PO-002403,2024-04-16,SUP-035,CMP-007,3552,3552,44,43.9,5,115.75,99.46,122.05
PO-000116,2024-04-16,SUP-051,CMP-000,604,604,4,35.26,1,115.75,99.46,122.05
PO-001548,2024-04-16,SUP-037,CMP-006,1141,1141,5,29.44,0,115.75,99.46,122.05
